32	46996550	47177334
67	47709571	47836647
72	48126601	48269687
65	49284218	49403248
78	49911962	50039029
71	50234970	50394021
50	51292602	51448317
188	52551061	52698319
67	53597060	53700062
72	54006454	54149227
65	54740796	54859762
78	55310988	55462204
71	55882043	56025031
90	56357473	56468453
72	56817961	56952941
73	57363556	57490609
83	57905060	58016109
72	58369754	58481215
65	58859982	58978912
78	59392392	59527424
71	59778639	59873586
69	60312636	60407060
32	61332139	61517321
71	61791286	61918367
69	62288057	62439073
73	62833846	62969090
68	63421720	63556742
65	63867470	63962518
78	64464547	64567600
71	65010247	65137377
89	65593538	65704643
8	66215484	66318725
84	66743873	66862194
73	67234536	67369522
78	67691993	67835075
71	68182716	68437705
51	72535591	72646588
51	74059800	74178903
32	75427767	75540510
13	80086762	80214428
67	84673094	84776171
69	85316101	85411173
78	85724457	85867507
71	86049172	86168218
74	86404900	86539896
73	86726307	86861458
78	87103247	87269968
71	87514773	87665941
74	88221424	88356478
89	88557468	88660950
8	90280554	90391438
85	90816228	90911313
8	91587819	91722387
8	91821440	91916919
75	92441709	92536770
85	92697764	92832238
78	93015550	93134156
65	93462878	93549916
78	93920617	94063708
71	94662516	94725628
69	95021523	95164545
78	95463702	95574788
71	95752267	95863938
68	96069703	96180686
79	96658498	96793556
78	97278292	97379748
71	97610336	97705433
68	97913482	97992492
69	98097101	98216178
32	98585717	98762653
188	100069936	100200245
77	101624708	101711755
69	102207779	102262807
73	102783949	102935001
89	105034655	105145652
79	105443574	105562416
85	105823537	105983236
71	106565065	106676093
79	106800793	106871767
78	107140419	107292242
71	107430236	107485249
67	107838568	107932908
72	108045162	108164526
72	108355828	108406931
65	108376784	108408243
78	108811172	108866252
32	109264632	109344095
72	110086813	110141916
8	110947570	111043259
74	111977028	112024046
74	112238912	112269000
85	112510220	112573295
32	113128138	113220631
77	113500966	113556190
69	113884980	113924072
73	114240936	114295913
89	115033133	115088202
79	115500750	115603831
85	115874499	115969468
32	116340172	116435375
88	116818950	116874081
85	117207925	117263267
78	117601665	117664723
8	118751762	118839428
8	118995730	119027070
187	118996675	119028771
73	119350084	119477114
78	119737342	119792400
90	121472537	121511641
72	121914043	121993220
79	122339891	122385813
73	122340945	122413479
78	122708446	122795753
74	122992218	123045710
71	122992893	123046952
187	123816388	123903484
187	124025147	124104170
187	124294615	124365753
187	124528826	124607908
8	124762174	124848994
8	124995075	125082006
8	125232204	125302152
8	125489014	125552019
78	126377071	126440223
71	127438027	127484308
71	127844287	127907282
85	128459446	128538451
79	128825073	128911809
32	129706080	129768351
77	132347341	132426378
69	132886828	132949903
73	133366160	133525301
89	133737730	133864440
79	134106021	134233056
85	134463157	134606142
88	135217497	135248608
73	135624050	135735007
78	136002262	136073527
90	136443357	136499058
72	136835971	136915012
79	137264514	137359599
78	137641484	137736563
71	138028277	138066583
71	138542274	138660839
85	138932640	139083583
79	139369886	139489010
32	140210871	140279041
13	141262944	141302155
78	145691491	145810625
65	146216790	146304207
78	146645812	146724882
87	147682319	147737467
65	148042892	148089947
78	148666115	148729284
71	148979031	149001837
32	149533869	149635303
75	150677190	150748208
65	151109722	151164857
73	151698471	151769553
71	153927803	154023016
85	154177272	154272286
79	154491913	154579461
68	154980768	155043875
65	155359339	155406427
68	155743606	155838740
73	156056387	156151400
78	156851124	156914157
32	157370540	157464185
68	157791169	157854138
69	158041189	158112195
32	158416618	158540934
83	158782215	158837667
72	159078758	159133305
78	159648774	159704149
8	160976920	161104220
69	161620066	161707122
77	162075177	162138165
71	162423602	162502616
81	162968166	163039640
73	163935626	163990607
51	165868416	165946890
13	167525467	167572274
74	168155919	168283365
73	168467280	168570324
68	168901877	168973067
65	169402358	169465615
78	169895026	169966046
71	170293371	170388527
90	170820223	170883785
72	171264614	171343170
69	171695146	171750089
90	172214170	172285171
72	172734054	172813125
69	173100738	173155821
8	174108779	174163952
8	174336109	174423248
8	174689255	174784274
89	175629649	175740757
73	176047541	176166578
69	176552003	176598959
8	178044371	178116111
87	178710832	178805966
65	179079263	179126765
78	179709011	179764051
82	180845072	180948113
69	181110912	181197961
78	181465624	181592653
32	181960070	182060482
68	182367381	182438379
69	182618986	182682011
32	182927541	183062355
82	183287091	183406129
69	183586830	183705890
76	184282226	184368969
69	184719813	184854945
73	185138710	185257689
32	185601029	185687918
13	188920958	188967812
78	189505243	189640005
65	189850235	189928842
78	190222721	190277843
87	190634788	190721800
65	190957220	191036098
78	191317560	191404275
71	191892675	192011968
32	192431704	192581736
77	193002207	193041305
8	194198528	194285119
78	194655334	194766442
65	195071206	195158271
67	195685181	195788224
72	196036523	196163539
65	196393256	196439012
78	197019178	197106233
71	197399175	197478120
32	197725715	197869049
83	198291994	198363345
72	198664641	198727724
73	198996722	199075865
74	199292324	199355344
73	199574494	199661449
68	199917724	200004722
65	200285563	200340627
74	200680538	200775611
73	200938147	201041269
90	201334675	201389736
8	202143842	202230912
65	203421389	203500426
78	203820084	203890750
89	204246059	204309361
85	204492462	204587897
82	204771985	204811103
8	206190273	206261295
69	207012709	207131781
32	207586922	207688220
13	209708667	209819423
90	210436836	210493078
73	210831283	210934398
82	211348936	211436003
85	211602253	211713231
78	211918494	212021632
76	212267189	212306282
73	212537648	212640634
65	212815482	212902061
79	213135062	213238223
50	214863980	214964588
188	215833323	215929723
68	216353919	216456881
65	216695877	216750966
74	217068301	217155368
73	217294125	217396962
65	218046711	218101804
78	218413325	218500371
71	218679108	218758081
78	219707362	219866523
65	220104546	220167599
78	220392387	220471358
66	220663230	220718399
69	220920799	220983976
73	221203099	221274255
32	221581948	221653789
188	225284993	225367656
13	226379778	226482634
83	226935680	227038705
72	227055549	227110630
65	227143872	227238565
78	227238002	227287081
89	227391531	227438498
65	227487515	227566547
79	227604327	227659269
90	227936346	228015368
72	228040952	228088501
69	228143322	228206393
32	228768861	228863564
74	228998357	229108459
73	229086266	229155933
78	229237498	229315902
85	229517695	229556785
8	229839062	229894135
71	229940752	230051719
85	230077950	230140952
65	230177897	230258556
78	230257921	230328962
71	230474546	230529601
32	230825278	230893566
68	231014754	231074343
73	231105245	231160396
32	231244793	231363266
84	253897763	254017260
73	254040338	254103380
69	254193001	254256128
67	254366887	254454283
72	254453326	254501546
85	254539840	254651112
73	254649931	254705855
32	254943600	255027345
76	255135475	255183838
73	255185145	255290742
65	255292065	255353655
78	255370647	255449898
68	255479912	255604934
65	255606460	255675836
79	255716033	255771006
32	255986677	256076273
8	256453354	256500552
8	256596479	256667707
76	256847540	256965712
73	256967211	257051161
65	257052785	257103504
78	257126180	257211597
68	257195524	257280537
65	257256494	257326558
79	257344499	257399573
51	258183091	258294465
8	265301596	265372924
